ID,Type,URL,Status,Title,Section,Category.Product,Category.Brand,Body,Teaser,Image,Product.SKU,Product.ListPrice,Product.SellPrice,Product.Saving,Product.Stock.Value,Product.Stock.Message,vid,nid,field_group_value,field_metadata_value,field_closed_height_value,field_open_height_value,field_rungs_treads_value,field_weight_value,field_platform_height_value,field_open_depth_value,field_handrail_included_value,field_platform_size_value,field_folded_depth_value,field_floor_to_floor_height_value,field_tread_depth_value,field_colour_diameter_value,field_max_workload_value,field_overall_width_value,field_extended_length_value,field_approx_working_height_value,field_youtube_tag_value,field_standard_warranty_value,field_shipping_terms_value,field_tread_type_value,field_staircase_type_value,field_next_expected_delivery_value,field_lead_time_value,field_stockitem_value,field_bulky_value,field_search_text_value,field_bundle_deal_nid
12245,Product,Ladders/Reform-Ladders/12-Rung-2-Part-Reform-Ladder,1,"12 Rung 2 Part Reform Ladder",Ladders,"Reform Ladders",Summit,"<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A -frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably between jobs.</p>
<p>Available in a range of sizes, this double section ladder has 24 rungs.</p>
 
<ul>
<li>Large box section stiles for strength and rigidity</li>
<li>Strong anti-splay nylon restraint straps</li>
<li>Quality stile guides for smooth handling</li>
<li>Replaceable bar with oversized rubber feet to reduce slip</li>
<li>24 Anti slip rungs</li>
<li>Available in double and triple sections</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A -frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortabl ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/12-rung-2-part-reform-ladder.jpg&resizetoWidth=174,1300-102,174.68,174.68,0.00,6,"In Stock",12245,12245,NULL,NULL,3.55,NULL,2x12,14.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.95,6.09,NULL,NULL,"1 years",NULL,NULL,NULL,,21,Y,N,"12 Rung 2 Part Reform Ladder,reform ladders,combi ladders,combination ladders",NULL
12246,Product,Ladders/Reform-Ladders/14-Rung-2-Part-Reform-Ladder,1,"14 Rung 2 Part Reform Ladder",Ladders,"Reform Ladders",Summit,"<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably between jobs.</p>
<p>Available in a range of sizes, this double section ladder has 28 rungs.</p>
 
<ul>
<li>Large box section stiles for strength and rigidity</li>
<li>Strong anti-splay nylon restraint straps</li>
<li>Quality stile guides for smooth handling</li>
<li>Replaceable bar with oversized rubber feet to reduce slip</li>
<li>28 Anti slip rungs</li>
<li>Available in double and triple sections</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/14-rung-2-part-reform-ladder.jpg&resizetoWidth=174,1300-103,211.61,211.61,0.00,4,"In Stock",12246,12246,NULL,NULL,4.11,NULL,2x14,17.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,1.05,7.22,NULL,NULL,"1 years",NULL,"Square rung",NULL,,21,Y,N,"14 Rung 2 Part Reform Ladder,reform ladders,combination ladders,combi ladders,",NULL
12247,Product,Ladders/Reform-Ladders/8-Rung-3-Part-Reform-Ladders,1,"8 Rung 3 Part Reform Ladders",Ladders,"Reform Ladders",Summit,"<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably between jobs.</p>
<p>Available in a range of sizes, this triple section ladder has 24 rungs.</p>
 
<ul>
<li>Large box section stiles for strength and rigidity</li>
<li>Strong anti-splay nylon restraint straps</li>
<li>Quality stile guides for smooth handling</li>
<li>Replaceable bar with oversized rubber feet to reduce slip</li>
<li>24 Anti slip rungs</li>
<li>Available in double and triple sections</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/reform-ladders.jpg&resizetoWidth=174,1300-105,189.45,189.45,0.00,31,"In Stock",12247,12247,NULL,NULL,2.42,NULL,3x8,14.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.85,5.25,NULL,NULL,"1 years",NULL,NULL,NULL,,21,Y,N,"reform ladders,combination ladders,combi ladders,8 rung ladders,",NULL
12248,Product,Ladders/Reform-Ladders/10-Rung-3-Part-Reform-Ladder,1,"10 Rung 3 Part Reform Ladder",Ladders,"Reform Ladders",Summit,"<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably between jobs.</p>
<p>Available in a range of sizes, this triple section ladder has 30 rungs.</p>
 
<ul>
<li>Large box section stiles for strength and rigidity</li>
<li>Strong anti-splay nylon restraint straps</li>
<li>Quality stile guides for smooth handling</li>
<li>Replaceable bar with oversized rubber feet to reduce slip</li>
<li>30 Anti slip rungs</li>
<li>Available in double and triple sections</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/reform-ladders.jpg&resizetoWidth=174,1300-106,253.45,253.45,0.00,20,"In Stock",12248,12248,NULL,NULL,2.98,NULL,3x10,21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.95,6.95,NULL,NULL,"1 years",NULL,NULL,NULL,,21,Y,N,"10 Rung 3 Part Reform Ladder,reform ladders,combination ladders,combi ladders,",NULL
12249,Product,Ladders/Reform-Ladders/12-Rung-3-Part-Reform-Ladder,1,"12 Rung 3 Part Reform Ladder",Ladders,"Reform Ladders",Summit,"<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably between jobs.</p>
<p>Available in a range of sizes, this triple section ladder has 36 rungs.</p>
 
<ul>
<li>Large box section stiles for strength and rigidity</li>
<li>Strong anti-splay nylon restraint straps</li>
<li>Quality stile guides for smooth handling</li>
<li>Replaceable bar with oversized rubber feet to reduce slip</li>
<li>36 Anti slip rungs</li>
<li>Available in double and triple sections</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/reform-ladders.jpg&resizetoWidth=174,1300-107,315.43,315.43,0.00,13,"In Stock",12249,12249,NULL,NULL,3.55,NULL,3x12,26.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,1.05,8.65,NULL,NULL,"1 years",NULL,"Square rung",NULL,,21,Y,N,"12 Rung 3 Part Reform Ladder,reform ladders,combination ladders,combi ladders,",NULL
12250,Product,Ladders/Reform-Ladders/14-Rung-3-Part-Reform-Ladder,1,"14 Rung 3 Part Reform Ladder",Ladders,"Reform Ladders",Summit,"<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably between jobs.</p>
<p>Available in a range of sizes, this triple section ladder has 42 rungs.</p>
 
<ul>
<li>Large box section stiles for strength and rigidity</li>
<li>Strong anti-splay nylon restraint straps</li>
<li>Quality stile guides for smooth handling</li>
<li>Replaceable bar with oversized rubber feet to reduce slip</li>
<li>42 Anti slip rungs</li>
<li>Available in double and triple sections</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/reform-ladders.jpg&resizetoWidth=174,1300-108,370.50,370.50,0.00,17,"In Stock",12250,12250,NULL,NULL,4.11,NULL,3x14,34.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,1.25,10.34,NULL,NULL,"1 years",NULL,"Square rung",NULL,,21,Y,N,"14 Rung 3 Part Reform Ladder,reform ladders,combination ladders,combi ladders,",NULL
12251,Product,Ladders/Reform-Ladders/15-Rung-3-Part-Reform-Ladder,1,"15 Rung 3 Part Reform Ladder",Ladders,"Reform Ladders",Summit,"<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably between jobs.</p>
<p>Available in a range of sizes, this triple section ladder has 45 rungs.</p>
 
<ul>
<li>Large box section stiles for strength and rigidity</li>
<li>Strong anti-splay nylon restraint straps</li>
<li>Quality stile guides for smooth handling</li>
<li>Replaceable bar with oversized rubber feet to reduce slip</li>
<li>45 Anti slip rungs</li>
<li>Available in double and triple sections</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>Ideal Trade ladder that is a versatile, multi-function combination ladder that can be used as a straight extension ladder, basic A-frame step or extended A-Frame step. Strong box section stiles that are easy to use and light enough to carry comfortably ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/reform-ladders.jpg&resizetoWidth=174,1300-109,424.65,424.65,0.00,18,"In Stock",12251,12251,NULL,NULL,4.40,NULL,3x15,40.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,1.25,11.20,NULL,NULL,"1 years",NULL,"Square rung",NULL,,21,Y,N,"15 Rung 3 Part Reform Ladder,reform ladders,combination ladders,combi ladders,",NULL
12255,Product,Step-Ladders/Safety-Steps/2-Tread-Horizon-Kitchen-Step,1,"2 Tread Horizon Kitchen Step",Step,"Step Ladders",Horizon,"<p>Ideal kitchen steps for accessing low shelves and wall cupboards. Features included deep comfortable platform treads with anti-slip rubber surface. Wide base for extra stability, slip resistant feet and a high knee rail for added safety.</p>
<ul>
<li>Large, non-slip rubber treads for extra safety</li>
<li>Folds away easily for storage</li>
<li>Smooth handrail surface that is comfortable to hold</li>
<li>Non-slip rubber feet</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li> 
<li>EN14183</li>
</ul>
","<p>Ideal kitchen steps for accessing low shelves and wall cupboards. Features included deep comfortable platform treads with anti-slip rubber surface. Wide base for extra stability, slip resistant feet and a high knee rail for added safety.</p>
<ul>
<li ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/2-tread-kitchen-step-watermarked.jpg&resizetoWidth=174,1216-050,35.51,25.95,9.56,12,"In Stock",12255,12255,NULL,NULL,1.08,NULL,2,6.3,0.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.52,NULL,NULL,NULL,1-Year,NULL,NULL,NULL,,14,Y,N,"2 Tread Horizon Safety Step,safety steps, safety steps,Kitchen Steps,2 Tread Horizon Kitchen Steps",NULL
12256,Product,Step-Ladders/Safety-Steps/3-Tread-Horizon-Kitchen-Step,1,"3 Tread Horizon Kitchen Step",Step,"Step Ladders",Horizon,"<p>Ideal kitchen steps for accessing low shelves and wall cupboards. Features included deep comfortable platform treads with anti-slip rubber surface. Wide base for extra stability, slip resistant feet and a high knee rail for added safety.</p>
 
<ul>
<li>Large, non-slip rubber treads for extra safety</li>
<li>Folds away easily for storage</li>
<li>Smooth handrail surface that is comfortable to hold</li>
<li>Non-slip rubber feet</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li> 
<li>EN14183</li>
</ul>
","<p>Ideal kitchen steps for accessing low shelves and wall cupboards. Features included deep comfortable platform treads with anti-slip rubber surface. Wide base for extra stability, slip resistant feet and a high knee rail for added safety.</p>
 
<ul>
 ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/3-tread-kitchen-step-watermarked.jpg&resizetoWidth=174,1216-051,47.97,33.95,14.02,18,"In Stock",12256,12256,NULL,NULL,1.31,NULL,3,9.3,0.67,NULL,NULL,NULL,NULL,NULL,NULL,White,150,NULL,NULL,NULL,NULL,1-Year,NULL,NULL,NULL,,14,Y,N,"3 Tread Horizon Safety Step,safety steps,safetysteps,Kitchen Steps,3 Tread Horizon Kitchen Step",NULL
12258,Product,Ladders/Combination-Ladders/3-Way-Horizon-Combination-Ladder,1,"3-Way Horizon Combination Ladder",Ladders,"Combination Ladders",Horizon,"<p>Perfect DIY/ Light Trade combination ladder that can be used in three separate modes, an extension ladder, step ladder or staircase ladder. The ladder has a simple sliding mechanism for quick and easy conversion.</p>
 
<ul>
<li>Use as a Stairway Ladder, Step and Double Extension Ladder</li>
<li>Stabiliser bar for additional stability</li>
<li>Non-slip rungs for extra comfort</li>
<li>Can be used on stairs</li>
<li>1-year warranty</li>
<li>150Kg work load capacity</li>
<li>EN131</li>
</ul>
","<p>Perfect DIY/ Light Trade combination ladder that can be used in three separate modes, an extension ladder, step ladder or staircase ladder. The ladder has a simple sliding mechanism for quick and easy conversion.</p>
 
<ul>
<li>Use as a Stairway Lad ...",http://www.ladders-online.com/warp_image.php?imagefile=warp_sites/laddersonline/files/3way-combination-ladder.jpg&resizetoWidth=174,1300-120,85.78,68.62,17.16,18,"In Stock",12258,12258,NULL,NULL,2.01,2.01,2x7,6.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,0.70,3.14,NULL,NULL,1-Year,NULL,"Square rung",NULL,,21,Y,N,"3-Way Horizon Combination Ladders,combination ladders,3way ladders,3 way ladders,ladders",NULL
